file_name,parent_file_train,number_of_segments_train,number_of_voices_parent_train,extra_sounds_train,parent_label_train,segment_label_train,noisy_train,Notes_train
j31kyenq65w61_processed_3,j31kyenq65w61,6,4,gunshots,3,3,0,One man yells very aggressively and threateningly
j31kyenq65w61_processed_4,j31kyenq65w61,6,4,laughing,3,3,0,One man yells very aggressively and threateningly
j31kyenq65w61_processed_5,j31kyenq65w61,6,4,"crowd cheering, beeping",3,1,0,One man raises his voice and uses abusive language
j3dbno0wg2r61_processed_0,j3dbno0wg2r61,4,1,distant chatter,1,1,0,The woman might be distressed
j3dbno0wg2r61_processed_1,j3dbno0wg2r61,4,1,,1,1,0,The woman might be distressed
j3dbno0wg2r61_processed_2,j3dbno0wg2r61,4,1,,1,1,0,The woman sounds distressed
j3dbno0wg2r61_processed_3,j3dbno0wg2r61,4,1,,1,0,0,No aggression heard in the audio file.
j44ahw16d8i61_processed_0,j44ahw16d8i61,2,2,"motor whirring, laughing, beeping",1,1,0,One person sounds distressed
j44ahw16d8i61_processed_1,j44ahw16d8i61,2,2,"motor whirring, laughing, beeping",1,1,0,One person sounds distressed
j63u4dxyfeq51_processed_0,j63u4dxyfeq51,10,2,,2,1,0,The men speak with raised voices.
j63u4dxyfeq51_processed_1,j63u4dxyfeq51,10,2,,2,1,0,The men raise their voices and are a little aggressive
j63u4dxyfeq51_processed_2,j63u4dxyfeq51,10,2,,2,1,0,The men raise their voices and are a little aggressive
j63u4dxyfeq51_processed_3,j63u4dxyfeq51,10,2,,2,1,0,The men raise their voices and are a little aggressive
j63u4dxyfeq51_processed_4,j63u4dxyfeq51,10,2,,2,1,0,The men raise their voices and are a little aggressive
j63u4dxyfeq51_processed_5,j63u4dxyfeq51,10,2,,2,2,0,The men raise their voices and yell at times.
j63u4dxyfeq51_processed_6,j63u4dxyfeq51,10,2,,2,2,0,The men raise their voices and yell at times.
j63u4dxyfeq51_processed_7,j63u4dxyfeq51,10,2,,2,1,0,The men raise their voices and are a little aggressive
j63u4dxyfeq51_processed_8,j63u4dxyfeq51,10,2,,2,1,0,The men raise their voices and are a little aggressive
j63u4dxyfeq51_processed_9,j63u4dxyfeq51,10,2,,2,1,0,The men raise their voices and are a little aggressive
jaw8pacgxmy51_processed_0,jaw8pacgxmy51,2,1,music,1,1,0,The man uses abusive language
jaw8pacgxmy51_processed_1,jaw8pacgxmy51,2,1,music,1,1,0,The man uses abusive language
jaz8mf2q2g161_processed_0,jaz8mf2q2g161,11,2,,3,2,0,The woman is in distress
jaz8mf2q2g161_processed_1,jaz8mf2q2g161,11,2,,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_2,jaz8mf2q2g161,11,2,popping,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_3,jaz8mf2q2g161,11,2,,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_4,jaz8mf2q2g161,11,2,,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_5,jaz8mf2q2g161,11,2,popping,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_6,jaz8mf2q2g161,11,2,thrashing,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_7,jaz8mf2q2g161,11,2,thrashing,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_8,jaz8mf2q2g161,11,2,thrashing,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_9,jaz8mf2q2g161,11,2,thrashing,3,3,0,The woman is in distress and begins screaming
jaz8mf2q2g161_processed_10,jaz8mf2q2g161,11,2,,3,3,0,The woman is in distress and begins screaming
jdvvplkvqij51_processed_0,jdvvplkvqij51,38,1,"whirring, voice on radio",3,0,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_3,jdvvplkvqij51,38,3,"screaming, music",3,3,0,A woman is screaming and distressed
jdvvplkvqij51_processed_4,jdvvplkvqij51,38,3,"music, voice on radio",3,1,0,The conversation sounds a little aggressive
jdvvplkvqij51_processed_5,jdvvplkvqij51,38,3,beeping,3,1,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_6,jdvvplkvqij51,38,3,car driving,3,1,0,A woman sounds distressed
jdvvplkvqij51_processed_7,jdvvplkvqij51,38,3,,3,1,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_8,jdvvplkvqij51,38,3,voice on radio,3,1,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_9,jdvvplkvqij51,38,3,voice on radio,3,2,0,One woman is yelling and sounds distressed
jdvvplkvqij51_processed_10,jdvvplkvqij51,38,3,"voice on radio, hich pitched whistle",3,2,0,one woman is distressed
jdvvplkvqij51_processed_11,jdvvplkvqij51,38,3,thud,3,0,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_12,jdvvplkvqij51,38,3,beeping,3,3,0,The woman sounds distressed
jdvvplkvqij51_processed_14,jdvvplkvqij51,38,3,"Screaming, whirring",3,3,0,The woman is distressed
jdvvplkvqij51_processed_15,jdvvplkvqij51,38,3,"voice on radio, crying",3,1,0,The woman is distressed
jdvvplkvqij51_processed_16,jdvvplkvqij51,38,3,voice on radio,3,1,0,The woman raises her voice
jdvvplkvqij51_processed_17,jdvvplkvqij51,38,3,sirens,3,1,0,The woman is distressed
jdvvplkvqij51_processed_18,jdvvplkvqij51,38,3,whirring,3,2,0,The officer yells and sounds distressed
jdvvplkvqij51_processed_19,jdvvplkvqij51,38,3,"gunshots, beeping",3,3,0,The officer is screaming aggressively and threateningly
jdvvplkvqij51_processed_20,jdvvplkvqij51,38,3,beeping,3,1,0,The officer sounds a little aggressive
jdvvplkvqij51_processed_21,jdvvplkvqij51,38,3,"burping, moaning, beeping",3,1,0,The woman sounds distressed
jdvvplkvqij51_processed_23,jdvvplkvqij51,38,3,clearing throat,3,0,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_24,jdvvplkvqij51,38,3,beeping,3,0,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_25,jdvvplkvqij51,38,3,vopice on radio,3,2,0,There is yelling and raised voices in the clip
jdvvplkvqij51_processed_26,jdvvplkvqij51,38,3,"sirens, voice on radio, music",3,1,0,The woman sounds distressed
jdvvplkvqij51_processed_27,jdvvplkvqij51,38,3,car driving,3,2,0,The woman is distressed
jdvvplkvqij51_processed_28,jdvvplkvqij51,38,3,"whirring, voice on radio",3,0,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_29,jdvvplkvqij51,38,3,voice on radio,3,0,0,No aggression heard in the audio file.
jdvvplkvqij51_processed_30,jdvvplkvqij51,38,3,"Beeping, wailing",3,3,0,The woman is distressed
jdvvplkvqij51_processed_31,jdvvplkvqij51,38,3,"moaning, beeping",3,2,0,The woman sounds distressed
jdvvplkvqij51_processed_32,jdvvplkvqij51,38,3,crying,3,1,0,The woman sounds distressed
jdvvplkvqij51_processed_33,jdvvplkvqij51,38,4,"voice on radio, moaning",3,3,0,The woman is yelling and distressed
jdvvplkvqij51_processed_34,jdvvplkvqij51,38,4,"beeping, moaning, screaming",3,3,0,The woman is distressed and screaming
jdvvplkvqij51_processed_35,jdvvplkvqij51,38,4,"sirens, voice on radio",3,1,0,The woman is distressed
jdvvplkvqij51_processed_36,jdvvplkvqij51,38,4,"beeping, crying",3,1,0,The woman is distressed
jfpb344h1zc71_processed_0,jfpb344h1zc71,20,2,"tv set, chatter, crumpling",3,0,0,No aggression heard in the audio file.
jfpb344h1zc71_processed_2,jfpb344h1zc71,20,2,"tv set, chatter, wind blowing, crying",3,0,0,No aggression heard in the audio file.
jfpb344h1zc71_processed_4,jfpb344h1zc71,20,2,chatter,3,0,0,No aggression heard in the audio file.
jfpb344h1zc71_processed_6,jfpb344h1zc71,20,2,"crumpling, crying, chatter, yelling, screaming",3,3,1,The crowd sounds distressed and is screaming
jfpb344h1zc71_processed_7,jfpb344h1zc71,20,2,"crying, screaming, chatter",3,3,1,The child is screaming and in distress
jfpb344h1zc71_processed_8,jfpb344h1zc71,20,2,chatter,3,3,1,one man yells aggressively
jfpb344h1zc71_processed_9,jfpb344h1zc71,20,2,"crumpling, chatter",3,0,0,No aggression heard in the audio file.
jfpb344h1zc71_processed_10,jfpb344h1zc71,20,2,"crumpling, chatter, dog barkingq",3,3,1,One man yells aggressively. Some people sound distressed
jfpb344h1zc71_processed_11,jfpb344h1zc71,20,2,"crumpling, chatter, yelling.",3,2,1,People are yelling aggressively or are in distress
jfpb344h1zc71_processed_13,jfpb344h1zc71,20,4,"yelling, screaming",3,3,1,Man yells threateningly. Man in distress
jfpb344h1zc71_processed_14,jfpb344h1zc71,20,4,"screaming, crying, yelling",3,3,1,child sounds distressed. Screaming in clip
jfpb344h1zc71_processed_15,jfpb344h1zc71,20,4,"crying, screaming.",3,3,1,child sounds distressed. Screaming in clip
jfpb344h1zc71_processed_16,jfpb344h1zc71,20,4,"chatter, yelling",3,3,1,man yelling aggressively and threateningly
jfpb344h1zc71_processed_17,jfpb344h1zc71,20,4,"crying, yelling",3,3,1,"The crowd sounds aggressive, Some are distressed"
jfpb344h1zc71_processed_18,jfpb344h1zc71,20,4,chatter,3,0,0,No aggression heard in the audio file.
jfpb344h1zc71_processed_19,jfpb344h1zc71,20,4,chatter,3,0,0,No aggression heard in the audio file.
jgsdxqf0hjv61_processed_0,jgsdxqf0hjv61,11,1,,1,0,0,No aggression heard in the audio file.
jgsdxqf0hjv61_processed_1,jgsdxqf0hjv61,11,1,,1,0,0,No aggression heard in the audio file.
jgsdxqf0hjv61_processed_2,jgsdxqf0hjv61,11,1,,1,0,0,No aggression heard in the audio file.
jgsdxqf0hjv61_processed_3,jgsdxqf0hjv61,11,3,,1,0,0,No aggression heard in the audio file.
jgsdxqf0hjv61_processed_4,jgsdxqf0hjv61,11,3,,1,1,0,Woman raises her voice a little
jgsdxqf0hjv61_processed_5,jgsdxqf0hjv61,11,3,,1,1,0,Woman raises her voice a little
jgsdxqf0hjv61_processed_6,jgsdxqf0hjv61,11,3,,1,1,0,Woman raises her voice a little
jgsdxqf0hjv61_processed_7,jgsdxqf0hjv61,11,3,,1,0,0,No aggression heard in the audio file.
jgsdxqf0hjv61_processed_8,jgsdxqf0hjv61,11,3,,1,0,0,No aggression heard in the audio file.
jgsdxqf0hjv61_processed_9,jgsdxqf0hjv61,11,3,,1,1,0,Woman raises her voice a little
jgsdxqf0hjv61_processed_10,jgsdxqf0hjv61,11,3,,1,1,0,The man and woman raise their voices at each other aggressively
jjevlpsedyj51_processed_0,jjevlpsedyj51,6,0,loud music,0,0,1,No aggression heard in the audio file.
jjevlpsedyj51_processed_1,jjevlpsedyj51,6,0,loud music,0,0,1,No aggression heard in the audio file.
jjevlpsedyj51_processed_2,jjevlpsedyj51,6,0,loud music,0,0,1,No aggression heard in the audio file.
jjevlpsedyj51_processed_3,jjevlpsedyj51,6,0,loud music,0,0,1,No aggression heard in the audio file.
jjevlpsedyj51_processed_4,jjevlpsedyj51,6,0,loud music,0,0,1,No aggression heard in the audio file.
jjevlpsedyj51_processed_5,jjevlpsedyj51,6,0,loud music,0,0,1,No aggression heard in the audio file.
jmd1k25ytr961_processed_0,jmd1k25ytr961,3,2,"yelling, gunshots",3,3,1,The crowd sounds aggressive and is yelling
jmd1k25ytr961_processed_1,jmd1k25ytr961,3,2,"yelling, screaming",3,3,1,The crowd sounds aggressive an dthreatening and is yelling
jnvsmjehrco51_processed_0,jnvsmjehrco51,5,2,"screaming, music",3,3,1,A man is yelling aggressively and threateningly
jnvsmjehrco51_processed_1,jnvsmjehrco51,5,2,"screaming, music",3,3,1,A man is yelling aggressively and threateningly
jnvsmjehrco51_processed_2,jnvsmjehrco51,5,2,"screaming, music",3,3,1,A man is yelling aggressively and threateningly
jnvsmjehrco51_processed_3,jnvsmjehrco51,5,2,"music, yelling",3,2,1,A man is yelling aggressively.
jnvsmjehrco51_processed_4,jnvsmjehrco51,5,2,"music, yelling, beating",3,3,1,A man is yelling aggressively and threateningly
joov2x7x5vq51_processed_0,joov2x7x5vq51,9,2,,1,0,0,No aggression heard in the audio file.
joov2x7x5vq51_processed_1,joov2x7x5vq51,9,2,,1,1,0,Some people speak with raised voices
joov2x7x5vq51_processed_2,joov2x7x5vq51,9,2,,1,0,0,No aggression heard in the audio file.
joov2x7x5vq51_processed_3,joov2x7x5vq51,9,2,,1,0,0,No aggression heard in the audio file.
joov2x7x5vq51_processed_4,joov2x7x5vq51,9,2,,1,0,0,No aggression heard in the audio file.
joov2x7x5vq51_processed_5,joov2x7x5vq51,9,2,,1,0,0,No aggression heard in the audio file.
joov2x7x5vq51_processed_6,joov2x7x5vq51,9,2,,1,0,0,No aggression heard in the audio file.
joov2x7x5vq51_processed_7,joov2x7x5vq51,9,2,,1,0,0,No aggression heard in the audio file.
joov2x7x5vq51_processed_8,joov2x7x5vq51,9,2,,1,1,0,The man uses suggestive language
jqc1amydtoq51_processed_0,jqc1amydtoq51,4,1,crowd cheering,1,1,0,The man speaks with a raised voice
jqc1amydtoq51_processed_1,jqc1amydtoq51,4,1,crowd cheering,1,0,0,No aggression heard in the audio file.
jqc1amydtoq51_processed_2,jqc1amydtoq51,4,1,crowd cheering,1,1,0,The man speaks with a raised voice
jqc1amydtoq51_processed_3,jqc1amydtoq51,4,1,crowd cheering,1,0,0,No aggression heard in the audio file.
jqvgobjg9zm51_processed_0,jqvgobjg9zm51,2,3,"yelling, cheering, chatter",2,2,1,There is aggressive yelling and abusive language
jqvgobjg9zm51_processed_1,jqvgobjg9zm51,2,3,chatter,2,2,1,There is aggressive language
js3vutj4bbw51_processed_0,js3vutj4bbw51,6,3,,2,1,0,"Raised, frustrated voice"
js3vutj4bbw51_processed_1,js3vutj4bbw51,6,3,,2,1,0,"aggressive, raised voice"
js3vutj4bbw51_processed_2,js3vutj4bbw51,6,3,,2,1,0,"aggressive, raised voice"
js3vutj4bbw51_processed_3,js3vutj4bbw51,6,3,,2,1,0,"aggressive, raised voice"
js3vutj4bbw51_processed_4,js3vutj4bbw51,6,3,,2,2,0,"aggressive, raised voice. Some yelling"
js3vutj4bbw51_processed_5,js3vutj4bbw51,6,3,,2,2,0,"aggressive, raised voice. Some yelling"
jsbaj77ymtj61_processed_0,jsbaj77ymtj61,2,1,"yelling, cheering",0,0,1,The yelling is cheerful.
jsbaj77ymtj61_processed_1,jsbaj77ymtj61,2,1,"yelling, cheering",0,0,1,The yelling is cheerful
jw6rj3dnahd71_processed_0,jw6rj3dnahd71,2,0,"chatter, yelling",2,2,0,There are raised voices and yelling with some aggression
jw6rj3dnahd71_processed_1,jw6rj3dnahd71,2,0,"chatter, yelling",2,2,0,There are raised voices and yelling with some aggression
jwav7p0l1nw51_processed_0,jwav7p0l1nw51,6,6,"wind blowing, chatter, shuffling",1,0,0,No aggression heard in the audio file.
jwav7p0l1nw51_processed_1,jwav7p0l1nw51,6,6,wind blowing,1,1,0,One woman sounds a little aggressive
jwav7p0l1nw51_processed_2,jwav7p0l1nw51,6,6,wind blowing,1,1,0,One woman sounds a little aggressive
jwav7p0l1nw51_processed_3,jwav7p0l1nw51,6,6,wind blowing,1,1,0,One woman sounds a little aggressive
jwav7p0l1nw51_processed_4,jwav7p0l1nw51,6,6,wind blowing,1,1,0,Some women sound a little aggressive
jwav7p0l1nw51_processed_5,jwav7p0l1nw51,6,6,wind blowing,1,1,0,Some women and the man at the end sound a little aggressive
jwctkc1ckhz51_processed_1,jwctkc1ckhz51,2,1,"crowd yelling, chatter",3,3,1,The crowd sounds aggressive. Some people are threatening
k0ppi5f7ezl51_processed_0,k0ppi5f7ezl51,10,0,"yelling, shouting, chatter",3,3,1,The crowd sounds aggressive
k0ppi5f7ezl51_processed_1,k0ppi5f7ezl51,10,0,"yelling, shouting, screaming",3,3,1,The crowd sounds aggressive. Some sound threatening
k0ppi5f7ezl51_processed_2,k0ppi5f7ezl51,10,0,"yelling, shouting",3,3,1,The crowd sounds aggressive. Some sound threatening
k0ppi5f7ezl51_processed_3,k0ppi5f7ezl51,10,0,"yelling, shouting, screaming",3,3,1,The crowd sounds aggressive. Some sound threatening
k0ppi5f7ezl51_processed_4,k0ppi5f7ezl51,10,0,"yelling, shouting, screaming",3,3,1,The crowd sounds aggressive. Some sounds threatening
k0ppi5f7ezl51_processed_5,k0ppi5f7ezl51,10,0,"yelling, shouting",3,3,1,The crowd sounds aggressive and threatening.
k0ppi5f7ezl51_processed_6,k0ppi5f7ezl51,10,0,"yelling, shouting, screamingq",3,3,1,The crowd sounds aggressive and threatewning
k0ppi5f7ezl51_processed_7,k0ppi5f7ezl51,10,0,"yelling, shouting, screaming",3,3,1,The crowd sounds aggressive and threatening
k0ppi5f7ezl51_processed_8,k0ppi5f7ezl51,10,0,"yelling, shouting, screaming",3,3,1,The crowd soundsaggreassive andf threatening
k0ppi5f7ezl51_processed_9,k0ppi5f7ezl51,10,0,"yelling, shouting",3,3,1,The crowd sounds aggressive and threatening
k29lcqrimg771_processed_0,k29lcqrimg771,20,3,chatter,3,3,0,The man and the woman yell at each other aggressively and threateningly
k29lcqrimg771_processed_1,k29lcqrimg771,20,3,"chatter, yelling",3,3,0,The man and the woman yell at each other aggressively and threateningly
k29lcqrimg771_processed_2,k29lcqrimg771,20,3,"chatter, yelling, crying",3,3,0,There is aggressive yelling and one woman is in distress
k29lcqrimg771_processed_3,k29lcqrimg771,20,3,"chatter, yelling",3,3,0,There is aggressive and threatening yelling from the woman
k29lcqrimg771_processed_4,k29lcqrimg771,20,3,"chatter, yelling",3,3,0,The man and the woman yell at each other aggressively and threateningly
k29lcqrimg771_processed_5,k29lcqrimg771,20,3,"chatter, crying",3,2,0,There is some yelling. A woman is in distress
k29lcqrimg771_processed_6,k29lcqrimg771,20,3,"yelling, chatter",3,2,0,The man is yelling aggressively. A woman also yells
k29lcqrimg771_processed_7,k29lcqrimg771,20,3,"yelling, chatter, screaming",3,3,0,The people are yelling aggressively and threateningly
k29lcqrimg771_processed_8,k29lcqrimg771,20,3,yelling,3,2,0,There is yelling
k29lcqrimg771_processed_9,k29lcqrimg771,20,4,yelling,3,3,0,The woman yells aggressively and threateningly
k29lcqrimg771_processed_10,k29lcqrimg771,20,4,yelling,3,3,0,The man and woman yell at each other aggressively and threateningly
k29lcqrimg771_processed_11,k29lcqrimg771,20,4,yelling,3,3,0,The man and the woman yell at each other aggressively and threateningly
k29lcqrimg771_processed_12,k29lcqrimg771,20,4,"yelling, chatter",3,3,0,The woman yells aggressively and threateningly
k29lcqrimg771_processed_13,k29lcqrimg771,20,4,"yelling, chatter",3,3,0,The woman yells aggressively and threateningly
k29lcqrimg771_processed_14,k29lcqrimg771,20,4,"yelling, chatter",3,2,0,The woman yells aggressively. The man is threatening
k29lcqrimg771_processed_15,k29lcqrimg771,20,4,"yelling, chatter",3,3,0,The woman yells aggressively and threateningly
k29lcqrimg771_processed_16,k29lcqrimg771,20,4,"yelling, crying, chatter, screaming",3,2,0,There is yelling and some people are distyressed
k29lcqrimg771_processed_17,k29lcqrimg771,20,4,yelling,3,2,0,The man sounds aggressive. The woman sounds distressed
k29lcqrimg771_processed_18,k29lcqrimg771,20,4,"chatter, yelling",3,2,0,One man yells aggressively. A woman speaks aggressively
k29lcqrimg771_processed_19,k29lcqrimg771,20,4,yelling,3,2,0,There is yelling in the clip.
k4d2xhyvw4h61_processed_1,k4d2xhyvw4h61,29,2,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_2,k4d2xhyvw4h61,29,2,"music, chatter",2,2,0,Man yells aggressively
k4d2xhyvw4h61_processed_3,k4d2xhyvw4h61,29,2,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_4,k4d2xhyvw4h61,29,2,"music, chatter",2,0,0,No aggression heard in the audio file.
k4d2xhyvw4h61_processed_5,k4d2xhyvw4h61,29,3,music,2,2,0,Man yells aggressively at times
k4d2xhyvw4h61_processed_6,k4d2xhyvw4h61,29,3,music,2,2,0,man yells aggressively and uses abusive language
k4d2xhyvw4h61_processed_7,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_8,k4d2xhyvw4h61,29,3,"music, laughing",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_9,k4d2xhyvw4h61,29,3,music,2,1,0,"manis threatening, but only raises voice"
k4d2xhyvw4h61_processed_10,k4d2xhyvw4h61,29,3,"music, chatter",2,0,0,No aggression heard in the audio file.
k4d2xhyvw4h61_processed_11,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_12,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_13,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_14,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_15,k4d2xhyvw4h61,29,3,music,2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_16,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_17,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_18,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_19,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_20,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_21,k4d2xhyvw4h61,29,3,"music, chatter",2,2,0,man raises voice and is threatening. Other man may be distressed
k4d2xhyvw4h61_processed_22,k4d2xhyvw4h61,29,3,music,2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_23,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_24,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_25,k4d2xhyvw4h61,29,3,"music, chatter",2,2,0,man yells aggressively
k4d2xhyvw4h61_processed_26,k4d2xhyvw4h61,29,3,"music, chatter",2,1,0,"man threatens to sue and is aggressive, but only raises his voice"
k4d2xhyvw4h61_processed_27,k4d2xhyvw4h61,29,3,music,2,1,0,man raises voice and is aggressive
k4d2xhyvw4h61_processed_28,k4d2xhyvw4h61,29,3,music,2,1,0,man raises voice and is aggressive
k4nczw018o271_processed_0,k4nczw018o271,6,3,"music, chatter",1,0,1,No aggression heard in the audio file.
k4nczw018o271_processed_1,k4nczw018o271,6,3,"music, chatter, laughing",1,1,1,"The man raises his voice, possibly aggresively"
k4nczw018o271_processed_2,k4nczw018o271,6,3,"music, chatter, laughing",1,0,1,No aggression heard in the audio file.
k4nczw018o271_processed_3,k4nczw018o271,6,3,"music, chatter, laughing",1,0,1,No aggression heard in the audio file.
k4nczw018o271_processed_4,k4nczw018o271,6,3,"music, chatter, laughing",1,1,1,Man speaks a little aggressively at times
k4nczw018o271_processed_5,k4nczw018o271,6,3,"music, chatter, laughing",1,1,1,Man speaks a little aggressively
k8cbglj7q2y51_processed_0,k8cbglj7q2y51,6,0,loud music,0,0,1,No aggression heard in the audio file. (file was documented earlier)
k8cbglj7q2y51_processed_1,k8cbglj7q2y51,6,0,loud music,0,0,1,No aggression heard in the audio file.
k8cbglj7q2y51_processed_2,k8cbglj7q2y51,6,0,loud music,0,0,1,No aggression heard in the audio file.
k8cbglj7q2y51_processed_3,k8cbglj7q2y51,6,0,loud music,0,0,1,No aggression heard in the audio file.
k8cbglj7q2y51_processed_4,k8cbglj7q2y51,6,0,loud music,0,0,1,No aggression heard in the audio file.
k8cbglj7q2y51_processed_5,k8cbglj7q2y51,6,0,loud music,0,0,1,No aggression heard in the audio file.
k8d2pey92h371_processed_0,k8d2pey92h371,8,2,,2,2,0,Man speaks aggressively and threateningly
k8d2pey92h371_processed_1,k8d2pey92h371,8,2,chatter,2,2,0,Man speaks aggressively and threateningly
k8d2pey92h371_processed_2,k8d2pey92h371,8,2,chatter,2,1,0,Man speaks aggressively.
k8d2pey92h371_processed_3,k8d2pey92h371,8,2,chatter,2,2,0,Man speaks aggressively and threateningly
k8d2pey92h371_processed_4,k8d2pey92h371,8,3,chatter,2,2,0,Man speaks aggressively and threateningly
k8d2pey92h371_processed_5,k8d2pey92h371,8,3,chatter,2,2,0,Man speaks aggressively and begins yelling
k8d2pey92h371_processed_6,k8d2pey92h371,8,3,chatter,2,2,0,Man speaks aggressively and yells
k8d2pey92h371_processed_7,k8d2pey92h371,8,3,chatter,2,2,0,Man speaks aggressively and yells
kb7len1wvzn61_processed_0,kb7len1wvzn61,17,5,sirens,2,0,0,No aggression heard in the audio file.
kb7len1wvzn61_processed_1,kb7len1wvzn61,17,5,helicopter whirring,2,2,0,One man yells aggressively
kb7len1wvzn61_processed_2,kb7len1wvzn61,17,5,helicopter whirring,2,2,0,One man yells aggressively
kb7len1wvzn61_processed_3,kb7len1wvzn61,17,5,,2,0,0,No aggression heard in the audio file.
kb7len1wvzn61_processed_4,kb7len1wvzn61,17,5,voice on radio,2,1,0,The person on the radio raises their voice.
kb7len1wvzn61_processed_5,kb7len1wvzn61,17,5,voice on radio,2,1,0,The man speaks a little aggressively at times
kb7len1wvzn61_processed_6,kb7len1wvzn61,17,5,helicopter whirring,2,1,0,The man raises his voice aggressively.
kb7len1wvzn61_processed_7,kb7len1wvzn61,17,5,,2,1,0,The man speaks a little aggressively at times
kb7len1wvzn61_processed_8,kb7len1wvzn61,17,5,,2,1,0,one man sounds a little agitated
kb7len1wvzn61_processed_9,kb7len1wvzn61,17,5,Crying,2,1,0,The woman sounds distressed and is crying
kb7len1wvzn61_processed_10,kb7len1wvzn61,17,5,helicopter whirring,2,0,0,No aggression heard in the audio file.
kb7len1wvzn61_processed_11,kb7len1wvzn61,17,5,"helicopter whirring, voice on radio",2,0,0,No aggression heard in the audio file.
kb7len1wvzn61_processed_12,kb7len1wvzn61,17,5,,2,0,0,No aggression heard in the audio file.
kb7len1wvzn61_processed_13,kb7len1wvzn61,17,5,,2,0,0,No aggression heard in the audio file.
kb7len1wvzn61_processed_14,kb7len1wvzn61,17,5,,2,0,0,No aggression heard in the audio file.
kb7len1wvzn61_processed_15,kb7len1wvzn61,17,5,,2,0,0,No aggression heard in the audio file.
kb7len1wvzn61_processed_16,kb7len1wvzn61,17,5,,2,0,0,No aggression hear in the audio file.
keakf8pvpga71_processed_0,keakf8pvpga71,3,0,yelling,3,2,0,The people are yelling aggressively
keakf8pvpga71_processed_1,keakf8pvpga71,3,0,yelling,3,3,0,The people are yelling aggressively and threateningly
keakf8pvpga71_processed_2,keakf8pvpga71,3,0,yelling,3,3,0,The people are yelling aggressively and threateningly
kh8stmjw59v51_processed_0,kh8stmjw59v51,6,2,cars passing,3,0,0,No aggression heard in the audio file
kh8stmjw59v51_processed_1,kh8stmjw59v51,6,2,"cars passing, children yelling",3,0,0,No aggression
kh8stmjw59v51_processed_2,kh8stmjw59v51,6,2,"cars passing, cars honking",3,0,0,No aggression heard in the audio file
kh8stmjw59v51_processed_3,kh8stmjw59v51,6,2,"cars passing, cars honking",3,1,0,The men argue aggressively with each other
kh8stmjw59v51_processed_4,kh8stmjw59v51,6,2,cars passing,3,3,0,The men yell at each other aggressively. One is threatening
kh8stmjw59v51_processed_5,kh8stmjw59v51,6,2,,3,1,0,One man raises his voice aggressively.
khh6glbn0ip51_processed_0,khh6glbn0ip51,3,0,"screaming, giggling, muffled roaring",0,0,0,"The children are screaming, but in excitement."
